CCODE,CNAME,VENDOR_NO,WORK_ORDER,WO_FROM_DATE,WO_TO_DATE,CVALUE,DURATION,CDURATION,EIC_PRNO,EIC,JOB_DESC,DEPARTMENT,EMPLOYEE_COUNT,CLRA,ISMW,WORKMEN_TOT,EXCESS_CLRA_COUNT,EXCESS_CLRA_CONT_COUNT,STATUS
CT0489,IOCL-SAKTHI MURUGAN TRANSPORTS,,141452,2021-03-31,,NULL,146,NULL,IOCL1,Ms. CHITRA BALAKRISHNAN,OTHERS,OTHERS,NULL,NULL,NULL,NULL,NULL,NULL,1
CT0354,IOCL-SRI DURGAI AMMAN TRANSPORTS,,142034,2021-02-24,,NULL,55,NULL,IOCL1,Ms. CHITRA BALAKRISHNAN,OTHERS,OTHERS,NULL,NULL,NULL,NULL,NULL,NULL,1
CT0471,IOCL-SRI GANAPATHY TRANSPORTS,,143733,2021-02-17,,NULL,48,NULL,IOCL1,Ms. CHITRA BALAKRISHNAN,OTHERS,OTHERS,NULL,100,NULL,NULL,NULL,NULL,1
CT0486,IOCL-SRI VIGNESWAR TRANSPORTS,,157319,2021-02-11,2021-05-01,NULL,42,NULL,IOCL1,Ms. CHITRA BALAKRISHNAN,OTHERS,OTHERS,NULL,100,NULL,NULL,NULL,NULL,1
CT0509,IOCL-SREE RAM TRANSPORTS,,157362,2021-03-31,,NULL,90,NULL,12345,Mr. BALAKRISHNAN L,OTHERS,OTHERS,NULL,19,5,NULL,NULL,NULL,1
CT0567,IOCL-G.M.S TRANSPORT,,157539,2020-12-31,,NULL,184,NULL,IOCL1,Ms. CHITRA BALAKRISHNAN,OTHERS,OTHERS,NULL,NULL,NULL,NULL,NULL,NULL,1
CT0479,IOCL-SRI ELLAIYAMMAN TRANSPORT,,157859,2021-06-30,,NULL,181,NULL,IOCL1,Ms. CHITRA BALAKRISHNAN,OTHERS,OTHERS,NULL,100,NULL,NULL,NULL,NULL,1
CT0514,IOCL-CMR TRANSPORT CONTRACTORS COMPANY PVT LTD,,158532,2021-05-01,,NULL,31,NULL,IOCL1,Ms. CHITRA BALAKRISHNAN,OTHERS,OTHERS,NULL,NULL,NULL,NULL,NULL,NULL,1
CT0499,IOCL-DHIVYA TRANSPORT,,159206,2021-04-30,,NULL,120,NULL,IOCL1,Ms. CHITRA BALAKRISHNAN,OTHERS,OTHERS,NULL,NULL,NULL,NULL,NULL,NULL,1
CT0547,IOCL-PARVATHAM TRANSPORT,,159218,2021-03-31,,NULL,90,NULL,IOCL1,Ms. CHITRA BALAKRISHNAN,OTHERS,OTHERS,NULL,100,100,NULL,NULL,NULL,1
CT0448,IOCL-LAKSHMI TRANSPORT,,161319,2020-12-31,,NULL,178,NULL,IOCL1,Ms. CHITRA BALAKRISHNAN,OTHERS,OTHERS,NULL,NULL,NULL,NULL,NULL,NULL,1
CT0480,IOCL-SREE MEENAKSHI TRANSPORT,,185150,2021-03-23,,NULL,82,NULL,IOCL1,Ms. CHITRA BALAKRISHNAN,OTHERS,OTHERS,NULL,100,5,NULL,NULL,NULL,1
CT0361,IOCL-PARAMESHWARI TRANSPORTS,,189271,2021-03-18,,NULL,77,NULL,IOCL1,Ms. CHITRA BALAKRISHNAN,OTHERS,OTHERS,NULL,100,5,NULL,NULL,NULL,1
CT0482,IOCL-MUTHU TRANSPORT,,189939,2021-02-28,,NULL,59,NULL,IOCL1,Ms. CHITRA BALAKRISHNAN,OTHERS,OTHERS,NULL,100,NULL,NULL,NULL,NULL,1
CT0501,IOCL-SAI RAM LOGISTICS,,201019,2021-03-31,,NULL,90,NULL,IOCL1,Ms. CHITRA BALAKRISHNAN,OTHERS,OTHERS,NULL,NULL,NULL,NULL,NULL,NULL,1
CT0481,IOCL-K SNEHA TRANSPORT,,202854,2021-02-20,,NULL,12,NULL,IOCL1,Ms. CHITRA BALAKRISHNAN,OTHERS,OTHERS,NULL,100,NULL,NULL,NULL,NULL,1
CT0459,IOCL-SRI DHANALAKSHMI TRANSPORT,,218604,2020-12-31,,NULL,175,NULL,IOCL1,Ms. CHITRA BALAKRISHNAN,OTHERS,OTHERS,NULL,100,NULL,NULL,NULL,NULL,1
CT0849,MKTG-SAFE TRANS,,228200,2020-12-31,,NULL,104,NULL,2855,Mr. KUMAR R,OTHERS,OTHERS,NULL,14,5,NULL,NULL,NULL,1
CT0384,ADMIN-TV LORRY SERVICE,,228211,2021-03-31,,NULL,197,NULL,2813,Mr. KALAIVANAN M,OTHERS,OTHERS,NULL,NULL,NULL,NULL,NULL,NULL,1
CT0724,MKTG-MRS ROADWAYS,,228240,2020-12-31,,NULL,112,NULL,2855,Mr. KUMAR R,OTHERS,OTHERS,NULL,14,5,NULL,NULL,NULL,1
CT0554,MKTG-GAJENDRA TRANSPORT,,228345,2021-02-04,,NULL,35,NULL,2855,Mr. KUMAR R,OTHERS,OTHERS,NULL,NULL,NULL,NULL,NULL,NULL,1
CT0442,MKTG-TAMIL NADU PERTOPRODUCTS LIMITED,,228353,2021-01-24,,NULL,24,NULL,2855,Mr. KUMAR R,OTHERS,OTHERS,NULL,NULL,NULL,NULL,NULL,NULL,1
CT0399,MKTG-KOTHARI PETROCHEMICALS LIMITED,,228355,2021-02-25,,NULL,92,NULL,2855,Mr. KUMAR R,OTHERS,OTHERS,NULL,NULL,NULL,NULL,NULL,NULL,1
CT0144,MKTG-CETEX PETRO CHEMICALS LTD,,228356,2021-05-06,,NULL,126,NULL,2813,Mr. KALAIVANAN M,OTHERS,OTHERS,NULL,200,NULL,NULL,NULL,NULL,1
CT0537,MKTG-MANALI PETROCHEMICALS LIMITED,,228357,2021-01-28,,NULL,28,NULL,2813,Mr. KALAIVANAN M,OTHERS,OTHERS,NULL,NULL,NULL,NULL,NULL,NULL,1
CT0594,MKTG-VINAYAK CHEMICALS,,228360,2021-03-09,,NULL,91,NULL,2855,Mr. KUMAR R,OTHERS,OTHERS,NULL,19,NULL,NULL,NULL,NULL,1
CT0456,MKTG-SHIVA ENTERPRICES,,228367,2021-01-11,,NULL,11,NULL,2855,Mr. KUMAR R,OTHERS,OTHERS,NULL,NULL,NULL,NULL,NULL,NULL,1
CT1087,MKTG-RAJ BULK CARRIER,,228590,2021-01-20,,NULL,89,NULL,3187,SUBRAMANI S,GENERAL,GENERAL,NULL,19,5,NULL,NULL,NULL,1
CT0356,IOCL-A FAZAL RAHMAN,,230926,2021-02-26,,NULL,57,NULL,IOCL1,Ms. CHITRA BALAKRISHNAN,OTHERS,OTHERS,NULL,NULL,NULL,NULL,NULL,NULL,1
CT0483,IOCL-SHRI RUCKMANII TRANSPORT,,233417,2021-03-31,,NULL,90,NULL,IOCL1,Ms. CHITRA BALAKRISHNAN,OTHERS,OTHERS,NULL,NULL,NULL,NULL,NULL,NULL,1
CT0498,IOCL-S N TRANSPORT,,245750,2021-06-19,,NULL,170,NULL,IOCL1,Ms. CHITRA BALAKRISHNAN,OTHERS,OTHERS,NULL,NULL,NULL,NULL,NULL,NULL,1
CT0484,IOCL-G SENTHILKUMAR BITUMEN TRANSPORT CONTRACTOR,,247212,2021-01-16,,NULL,16,NULL,IOCL1,Ms. CHITRA BALAKRISHNAN,OTHERS,OTHERS,NULL,10,NULL,NULL,NULL,NULL,1
CT0500,IOCL-SRI BALAJI TRANSPORTS,,250742,2021-06-30,,NULL,228,NULL,IOCL1,Ms. CHITRA BALAKRISHNAN,OTHERS,OTHERS,NULL,100,NULL,NULL,NULL,NULL,1
CT0472,IOCL-MANO PACKIA TRANSPORTS,,254426,2021-06-30,,NULL,181,NULL,IOCL1,Ms. CHITRA BALAKRISHNAN,OTHERS,OTHERS,NULL,100,NULL,NULL,NULL,NULL,1
CT0507,IOCL-SRI BHAKYALAKSHMI TRANSPORT,,268086,2021-01-01,,NULL,42,NULL,IOCL1,Ms. CHITRA BALAKRISHNAN,OTHERS,OTHERS,NULL,100,NULL,NULL,NULL,NULL,1
CT0549,MKTG-INDIAN ADDITIVES LTD,,273361,2021-01-31,,NULL,31,NULL,2813,Mr. KALAIVANAN M,OTHERS,OTHERS,NULL,NULL,NULL,NULL,NULL,NULL,1
CT0544,IOCL-JAGATHESH TRANSPORT,,285076,2020-12-31,,NULL,157,NULL,IOCL1,Ms. CHITRA BALAKRISHNAN,OTHERS,OTHERS,NULL,100,NULL,NULL,NULL,NULL,1
CT0490,IOCL-PRIYA TRANSPORTS,,286750,2021-03-31,,NULL,90,NULL,IOCL1,Ms. CHITRA BALAKRISHNAN,OTHERS,OTHERS,NULL,NULL,NULL,NULL,NULL,NULL,1
CT0809,IOCL-A.KISHOREBABU & SONS,,309100,2020-12-31,,NULL,156,NULL,IOCL1,Ms. CHITRA BALAKRISHNAN,OTHERS,OTHERS,NULL,50,50,NULL,NULL,NULL,1
CT0971,MKTG-SRI SIVASAKTHI ROAD LINES,,310125,2021-06-03,,NULL,109,NULL,2813,Mr. KALAIVANAN M,OTHERS,OTHERS,NULL,5,NULL,NULL,NULL,NULL,1
CT0961,IOCL-V.PARTHIBAN TRANSPORTS,,310255,2020-12-31,,NULL,176,NULL,IOCL1,Ms. CHITRA BALAKRISHNAN,OTHERS,OTHERS,NULL,14,5,NULL,NULL,NULL,1
CT1149,NEUBERG EHRLICH LABORATORY PVT LTD,13245884,2667410,2020-11-16,2023-11-16,12666108,undefined,36,,MURUGAVEL B,MHC BLOOD TEST FOR OHS,OHS,NULL,15,4,19,NULL,NULL,1
CT0511,ADMIN-S.RAMU BINDING,,10273927,2021-01-23,,NULL,23,NULL,2723,Mr. RAGHUNATHAN M S,OTHERS,OTHERS,NULL,NULL,NULL,NULL,NULL,NULL,1
CT0512,ADMIN-M SATHISHKUMAR LETTER PAINTER,,11940486,2021-01-23,,NULL,23,NULL,2723,Mr. RAGHUNATHAN M S,OTHERS,OTHERS,NULL,NULL,NULL,NULL,NULL,NULL,1
CT0591,IOCL-YOGINI ENTERPRISES,,12017176,2020-12-24,,NULL,88,NULL,IOCL1,Ms. CHITRA BALAKRISHNAN,OTHERS,OTHERS,NULL,NULL,NULL,NULL,NULL,NULL,1
CT0591,IOCL-YOGINI ENTERPRISES,,12017382,2021-03-03,,NULL,62,NULL,IOCL1,Ms. CHITRA BALAKRISHNAN,OTHERS,OTHERS,NULL,NULL,NULL,NULL,NULL,NULL,1
CT1120,IOCL-J L ENGINEERING SERVICES,,12021554,2021-05-15,,NULL,365,NULL,IOCL1,Ms. CHITRA BALAKRISHNAN,OTHERS,OTHERS,NULL,2,NULL,NULL,NULL,NULL,1
CT1107,IOCL-REDON INFRA POWER PRIVATE LIMITED,,12021649,2021-06-05,,NULL,365,NULL,IOCL1,Ms. CHITRA BALAKRISHNAN,OTHERS,OTHERS,NULL,19,NULL,NULL,NULL,NULL,1
CT0158,WORLEY INDIA PRIVATE LIMITED,,23176770,2020-05-11,2021-11-10,,undefined,18,,SURESH H,,PROJECT,NULL,15,4,19,NULL,NULL,1
CT0176,ARMSTRONG INTERNATIONAL PVT LTD,,24190282,2020-12-31,,NULL,60,NULL,3119,Mr. MANOVA JEEVADOS D,MAINTENANCE,MAINTENANCE,NULL,NULL,NULL,NULL,NULL,NULL,1
CT0640,ADMIN-RITES LTD (MINISTRY OF RLYS),,24665512,2020-12-31,,NULL,111,NULL,3069,Mr. KRISHNARAJ T,MAINTENANCE,MAINTENANCE,NULL,19,NULL,NULL,NULL,NULL,1
CT0410,ADMIN-AS MEDIA VISION,,24740563,2021-01-18,,NULL,89,NULL,2645,Mr. RAMESH K,OTHERS,OTHERS,NULL,NULL,NULL,NULL,NULL,NULL,1
CT0065,"ENVIRONNEMENT S.A INDIA PVT. LTD.,",,24895821,2021-10-10,,NULL,1358,NULL,3819,Mr. SENTHIL NATHAN N,MAINTENANCE,MAINTENANCE,NULL,14,5,NULL,NULL,NULL,1
CT0720,EIL-BONACE ENGINEERS PVT LTD.,,24901769,2021-01-31,2021-06-30,NULL,153,NULL,3237,Mr. ILANGO R,PROJECTS,PROJECTS,NULL,14,5,NULL,NULL,NULL,1
CT0485,HONEYWELL AUTOMATION INDIA LTD,,24956306,2021-03-29,,NULL,1826,NULL,3819,Mr. SENTHIL NATHAN N,MAINTENANCE,MAINTENANCE,NULL,19,5,NULL,NULL,NULL,1
CT0510,THERMO FISHER SCIENTIFIC,,25120303,2022-06-02,,NULL,965,NULL,3119,Mr. MANOVA JEEVADOS D,MAINTENANCE,MAINTENANCE,NULL,19,5,NULL,NULL,NULL,1
CT0956,HIQ POWER ASSOCIATES PVT. LTD.,,25143529,2021-03-31,,NULL,210,NULL,3029,Mr. POOVARAGHAVAN A,PROJECTS,PROJECTS,NULL,14,5,NULL,NULL,NULL,1
CT0774,ADMIN-SUN CABS,,25217410,2021-03-31,,NULL,90,NULL,2645,Mr. RAMESH K,OTHERS,OTHERS,NULL,14,5,NULL,NULL,NULL,1
CT0783,EPC CONSTRUCTIONS INDIA LIMITED,,25267508,2021-03-31,,NULL,212,NULL,3237,Mr. ILANGO R,PROJECTS,PROJECTS,NULL,14,5,NULL,NULL,NULL,1
CT0382,AARKAY ERECTORS PRIVATE LIMITED,,25337085,2018-01-03,2021-05-31,NULL,3.5,41,3069,KAMARAJ,MAINTENANCE,MAINT-OFFSITE/CIVIL,NULL,125,70,NULL,NULL,NULL,1
CT0051,PARAMOUNT LIMITED,10273198,25494813,2018-07-01,2025-09-30,,2648,,8031,8031,OPERATION,OPERATION,NULL,15,4,,NULL,NULL,1
CT0369,P C KANI CONTRACTOR,,25496052,2021-02-15,,NULL,88,NULL,2595,Mr. SRINIVASAN B,OPERATION,OPERATION,NULL,19,5,NULL,NULL,NULL,1
CT0844,SUMIT ENGINEERING WORKS,,25548328,2021-01-25,,NULL,184,NULL,2200,Mr. NARAYANAMOORTHI C,MAINTENANCE,MAINTENANCE,NULL,50,35,NULL,NULL,NULL,1
CT0182,D. SUDHAKAR ENTERPRISES,,25571440,2021-01-15,,NULL,169,NULL,3263,Mr. GOPI A,OPERATION,OPERATION,NULL,NULL,NULL,NULL,NULL,NULL,1
CT0185,DIVYA ENGINEERING WORKS,,25571894,2021-03-31,,NULL,176,NULL,2217,Mr. JUDE ANTHONY RAJ A,OPERATION,OPERATION,NULL,40,NULL,NULL,NULL,NULL,1
CT0200,AEMS ENGG. WORKS PVT. LTD.,,25574175,2021-02-17,,NULL,92,NULL,3069,Mr. KRISHNARAJ T,MAINTENANCE,MAINTENANCE,NULL,200,26,NULL,NULL,NULL,1
CT0185,DIVYA ENGINEERING WORKS,,25582631,2020-12-31,,NULL,92,NULL,2595,Mr. SRINIVASAN B,OPERATION,OPERATION,NULL,40,NULL,NULL,NULL,NULL,1
CT0623,BHEL-GE GAS TURBINE SERVICES PVT LTD,,25589514,2020-12-31,,NULL,27,NULL,3125,Mr. HARIDASS R,MAINTENANCE,MAINTENANCE,NULL,14,5,NULL,NULL,NULL,1
CT0049,DEEPAK ENTERPRISES,,25601680,2021-02-13,,NULL,184,NULL,2880,Mr. SRITHARAN A P,MAINTENANCE,MAINTENANCE,NULL,19,5,NULL,NULL,NULL,1
CT0430,S G S INDIA PVT LTD,,25611506,2020-12-31,,NULL,134,NULL,2587,Mr. VELAVAN S P,PROCESS ENGINEERING - TECHNICAL,PROCESS ENGINEERING - TECHNICAL,NULL,NULL,NULL,NULL,NULL,NULL,1
CT0031,RAJA ENGINEERING WORKS,,25617265,2021-02-15,,NULL,89,NULL,3034,Mr. KOTHANDARAMAN B,OPERATION,OPERATION,NULL,19,5,NULL,NULL,NULL,1
CT0677,SMR ENTERPRISES,,25638432,2020-12-31,,NULL,25,NULL,3069,Mr. KRISHNARAJ T,MAINTENANCE,MAINTENANCE,NULL,19,5,NULL,NULL,NULL,1
CT0516,YOKOGAWA INDIA LTD,,25639587,2021-03-28,,NULL,222,NULL,3819,Mr. SENTHIL NATHAN N,MAINTENANCE,MAINTENANCE,NULL,14,5,NULL,NULL,NULL,1
CT0887,WINTRACK AGENCIES,,25652772,2020-12-31,,NULL,62,NULL,3069,Mr. KRISHNARAJ T,MAINTENANCE,MAINTENANCE,NULL,26,5,NULL,NULL,NULL,1
CT0084,DHANALAKSHMI ELECTRICALS,,25657283,2020-12-31,,NULL,92,NULL,3105,Mr. BHASKAR R,MAINTENANCE,MAINTENANCE,NULL,19,5,NULL,NULL,NULL,1
CT0336,APARAJITHA CORPORATE SERVICES (P) LTD,,25657992,2020-12-20,,NULL,5,NULL,2645,Mr. RAMESH K,GENERAL,GENERAL,NULL,30,NULL,NULL,NULL,NULL,1
CT0938,CORROSION ENGINEERING SERVICES,,25678482,2020-12-31,,NULL,731,NULL,NULL,Mr. VELAVAN S P,GENERAL,GENERAL,NULL,19,5,NULL,NULL,NULL,1
CT0031,RAJA ENGINEERING WORKS,,25711807,2021-01-21,2021-06-30,NULL,102,5,2768,L SIVAKUMAR,MAINTENANCE,MAINT-(ETP-II/TTP),NULL,19,5,NULL,NULL,NULL,1
CT0932,SRI SAIKRISHNA BLASTING WORKS,,25716337,2020-12-17,,NULL,731,NULL,3125,Mr. HARIDASS R,MAINTENANCE,MAINTENANCE,NULL,70,70,NULL,NULL,NULL,1
CT0492,ARCOY INDUSTRIES I PVT LTD,,25717017,2021-04-12,2021-07-15,NULL,731,3,3125,C NARAYANAMOORTHY,MAINTENANCE,MAINT-ONSITE I,NULL,30,50,NULL,NULL,NULL,1
CT0388,BERGER PAINTS-VARDHAMAN,,25717188,2020-12-03,2021-07-31,NULL,74,8,3119,C NARAYANAMOORTHY,MAINTENANCE,MAINT-(ONSITE-I),NULL,19,19,NULL,NULL,NULL,1
CT0997,GE POWER INDIA LTD,,25717193,2021-05-31,,NULL,548,NULL,3125,Mr. HARIDASS R,MAINTENANCE,MAINTENANCE,NULL,14,5,NULL,NULL,NULL,1
CT0718,BRIDGE AND ROOF CO. (INDIA) LTD,,25726344,2021-01-31,,NULL,65,NULL,3069,Mr. KRISHNARAJ T,MAINTENANCE,MAINTENANCE,NULL,50,50,NULL,NULL,NULL,1
CT1012,IOCL-TUAMAN ENGINEERING LIMITED,,25741373,2021-04-26,2021-06-30,NULL,62,2,IOCL1,SHIVAM GOYAL,OTHERS,IOCL,NULL,500,160,NULL,NULL,NULL,1
CT0463,INTERTEK INDIA PVT LTD,,25751032,2021-12-16,,NULL,364,NULL,2768,Mr. THIRUMARAISELVAN S R,OPERATION,OPERATION,NULL,14,5,NULL,NULL,NULL,1
CT0044,PAHARPUR COOLING TOWERS,,25751842,2020-12-31,,NULL,69,NULL,3069,Mr. KRISHNARAJ T,MAINTENANCE,MAINTENANCE,NULL,25,25,NULL,NULL,NULL,1
CT0545,EXTRACO COMPOSITES INDIA PVT LTD,,25757678,2020-12-25,,NULL,87,NULL,3672,Mr. BALAJI M,MAINTENANCE,MAINTENANCE,NULL,19,5,NULL,NULL,NULL,1
CT0015,SRI VIGNESH ENTERPRISES,,25757708,2020-12-21,,NULL,306,NULL,3069,Mr. KRISHNARAJ T,MAINTENANCE,MAINTENANCE,NULL,14,5,NULL,NULL,NULL,1
CT0042,A J ASSOCIATES,,25757787,2020-12-31,,NULL,30,NULL,3132,Mr. KAMARAJ K,PROJECTS,PROJECTS,NULL,19,18,NULL,NULL,NULL,1
CT0156,GULF ENGINEERS & CONSTRUCTORS PVT. LTD.,10281565,25757855,2021-04-29,2021-05-31,NULL,130,1,3069,A CHANDRA MOHAN,MAINTENANCE,MAINT-OFFSITE,NULL,100,50,NULL,NULL,NULL,1
CT0660,STERLING AND WILSON PVT LIMITED,11992958,25763679,2020-12-01,2021-05-31,NULL,182,6,3105,B MURUGAVEL,MAINTENANCE,MAINT-ELECTRICALS,NULL,14,5,NULL,NULL,NULL,1
CT0996,ADMIN-SRINIVASA ENTERPRISES,,25764058,2021-12-31,,NULL,947,NULL,2645,Mr. RAMESH K,GENERAL,GENERAL,NULL,1,NULL,NULL,NULL,NULL,1
CT0485,HONEYWELL AUTOMATION INDIA LTD,,25764546,2020-12-27,,NULL,313,NULL,3152,Mr. ELANCHELIAN A,MAINTENANCE,MAINTENANCE,NULL,14,5,NULL,NULL,NULL,1
CT0713,ADMIN-ARUN TRAVELS,,25769064,2020-12-31,,NULL,140,NULL,2645,Mr. RAMESH K,GENERAL,GENERAL,NULL,19,5,NULL,NULL,NULL,1
CT0517,ADMIN-RIDE INN CAR RENTAL,,25769600,2020-12-31,,NULL,103,NULL,2645,Mr. RAMESH K,GENERAL,GENERAL,NULL,19,NULL,NULL,NULL,NULL,1
CT0654,CONTRACT RESOURCES PETROCHEM SERVICES (INDIA)PVT.LTD,,25770534,2021-01-02,,NULL,731,NULL,3119,Mr. MANOVA JEEVADOS D,MAINTENANCE,MAINTENANCE,NULL,5,16,NULL,NULL,NULL,1
CT0380,ADMIN-LAKSHMI TRAVELS,,25771417,2021-01-02,,NULL,731,NULL,2645,Mr. RAMESH K,GENERAL,GENERAL,NULL,1,NULL,NULL,NULL,NULL,1
CT1100,ADMIN-SUN LIGHT TRAVELS,,25771548,2021-02-15,,NULL,85,NULL,2645,Mr. RAMESH K,GENERAL,GENERAL,NULL,5,NULL,NULL,NULL,NULL,1
CT0150,S.L. ENGINEERING,,25771966,2021-01-20,,NULL,366,NULL,3069,Mr. KRISHNARAJ T,MAINTENANCE,MAINTENANCE,NULL,50,25,NULL,NULL,NULL,1
CT0529,RMS COOLING EQUIPERS,11922543,25777839,2020-12-01,2021-05-31,,,6,2271,K SELVAM,MAINTENANCE,MAINT-ELECTRICALS,NULL,15,4,,NULL,NULL,1
CT0718,BRIDGE AND ROOF CO. (INDIA) LTD,,25780151,2021-01-09,,NULL,284,NULL,3069,Mr. KRISHNARAJ T,MAINTENANCE,MAINTENANCE,NULL,100,100,NULL,NULL,NULL,1
CT0944,PAULRAJ ENGINEERING,,25782043,2021-01-17,,NULL,366,NULL,3069,Mr. KRISHNARAJ T,MAINTENANCE,MAINTENANCE,NULL,80,30,NULL,NULL,NULL,1
CT0149,TECHSOL ENGINEERING SERVICES INDIA (P) LTD,11922689,25790725,2021-04-01,2021-06-30,NULL,328,3,2238,K SELLADURAI,MAINTENANCE,MAINT-(ROTARY-II),NULL,NULL,NULL,NULL,NULL,NULL,1
CT0950,QUADSEL SYSTEMS PVT LTD,10273470,25795090,2021-02-01,2021-05-31,3399560,860,4,2704,G PREMCHAND,GENERAL,OTHERS-(LOG),NULL,14,4,,NULL,NULL,1
CT0948,HAMON COOLING SYSTEMS PVT.LTD.,,25798364,2021-03-25,2021-06-30,NULL,191,3,3069,T KRISHNARAJ,MAINTENANCE,MAINT-OFFSITE,NULL,250,300,NULL,NULL,NULL,1
CT0039,BUDHAGURU SEAL,,25802223,2021-01-27,,NULL,350,NULL,3119,Mr. MANOVA JEEVADOS D,MAINTENANCE,MAINTENANCE,NULL,19,5,NULL,NULL,NULL,1
CT1031,SURYAA CONSTRUCTION,,25803363,2021-02-28,,NULL,181,NULL,3069,Mr. KRISHNARAJ T,MAINTENANCE,MAINTENANCE,NULL,30,16,NULL,NULL,NULL,1
CT0050,LOGOS ENGINEERING PVT. LTD.,,25804149,2021-01-28,,NULL,351,NULL,2594,Mr. MATHIAZHAGAN P,MAINTENANCE,MAINTENANCE,NULL,19,5,NULL,NULL,NULL,1
CT0049,DEEPAK ENTERPRISES,,25807113,2021-01-30,,NULL,338,NULL,3069,Mr. KRISHNARAJ T,MAINTENANCE,MAINTENANCE,NULL,19,5,NULL,NULL,NULL,1
CT0029,SNEHAM ENTERPRISES,,25807153,2021-01-30,,NULL,312,NULL,3069,Mr. KRISHNARAJ T,MAINTENANCE,MAINTENANCE,NULL,14,5,NULL,NULL,NULL,1
CT0593,NETEL (INDIA) LIMITED,,25817192,2021-03-01,,NULL,365,NULL,3817,Mr. KISHOR BABU T,MAINTENANCE,MAINTENANCE,NULL,14,5,NULL,NULL,NULL,1
CT0149,TECHSOL ENGINEERING SERVICES INDIA (P) LTD,11922689,25826297,2021-03-01,2021-05-31,NULL,353,3,3125,C CHANDRA,MAINTENANCE,MAINT-ONSITE,NULL,50,5,NULL,NULL,NULL,1
CT0966,SYENRGY POWER PVT LTD,,25828022,2021-03-12,,NULL,365,NULL,3125,Mr. HARIDASS R,MAINTENANCE,MAINTENANCE,NULL,50,NULL,NULL,NULL,NULL,1
CT0197,V.MANI CIVIL CONTRACTOR,,25828639,2021-02-28,,NULL,171,NULL,3069,Mr. KRISHNARAJ T,MAINTENANCE,MAINTENANCE,NULL,19,10,NULL,NULL,NULL,1
CT0995,ELANGOVAN ELECTRICAL SERVICES,,25828651,2021-02-14,,NULL,264,NULL,2549,Mr. RAMESH BABU B,MAINTENANCE,MAINTENANCE,NULL,14,5,NULL,NULL,NULL,1
CT0436,G J INSULATION,,25842069,2021-02-27,,NULL,366,NULL,3069,Mr. KRISHNARAJ T,MAINTENANCE,MAINTENANCE,NULL,45,45,NULL,NULL,NULL,1
CT0964,INDIA INSULATION (P) LTD,,25844384,2021-02-26,,NULL,731,NULL,3069,Mr. KRISHNARAJ T,MAINTENANCE,MAINTENANCE,NULL,45,45,NULL,NULL,NULL,1
CT0027,BALAJI INSULATION,,25850738,2021-03-01,2021-06-30,NULL,365,4,3069,VIJAY KUMAR,MAINTENANCE,MAINT-(OFFSITE & CIVIL),NULL,14,5,NULL,NULL,NULL,1
CT0660,STERLING AND WILSON PVT LIMITED,,25851230,2021-03-03,,NULL,365,NULL,3125,Mr. HARIDASS R,MAINTENANCE,MAINTENANCE,NULL,70,NULL,NULL,NULL,NULL,1
