CCODE,CNAME,VENDOR_NO,WORK_ORDER,WO_FROM_DATE,WO_TO_DATE,CVALUE,DURATION,CDURATION,EIC_PRNO,EIC,JOB_DESC,DEPARTMENT,EMPLOYEE_COUNT,CLRA,ISMW,WORKMEN_TOT,EXCESS_CLRA_COUNT,EXCESS_CLRA_CONT_COUNT,STATUS
CT0057,SRI SARVAMANGALA FABRICATION,,26440905,2021-05-14,,NULL,365,NULL,2594,Mr. MATHIAZHAGAN P,MAINTENANCE,MAINTENANCE,NULL,19,5,NULL,NULL,NULL,1
CT0039,BUDHAGURU SEAL,10255476,26441002,2020-06-03,2021-06-02,978806.21,1,12,2235,K MOHANMr. MOHAN K,MAINTENANCE,MAINT-FIELD IIMAINTENANCE,NULL,19,5,NULL,NULL,NULL,1
CT0932,SRI SAIKRISHNA BLASTING WORKS,,26442773,2021-11-04,,NULL,365,NULL,8160,Mr. SAMBASIVAM K,MAINTENANCE,MAINTENANCE,NULL,20,20,NULL,NULL,NULL,1
CT0932,SRI SAIKRISHNA BLASTING WORKS,,26442803,2021-06-03,,NULL,365,NULL,8160,Mr. SAMBASIVAM K,MAINTENANCE,MAINTENANCE,NULL,19,5,NULL,NULL,NULL,1
CT0339,U.P.RAMAIAH,,26444466,2021-02-14,,NULL,215,NULL,3132,Mr. KAMARAJ K,PROJECTS,PROJECTS,NULL,19,5,NULL,NULL,NULL,1
CT0636,RICE LAKE WEIGHING SYSTEMS INDIA LIMITED,10170270,26444497,2020-06-05,2021-06-04,19181900,1,12,3069,T KRISHNARAJT.KRISHNARAJ,MAINTENANCE,MAINT-OFFSITEMAINTENANCE,NULL,15,4,,NULL,NULL,1
CT0353,S V ENGINEERING WORKS,11922671,26445952,2020-06-08,2021-06-07,7032485,1,12,3132,K KAMARAJMr. KAMARAJ K,PROJECTS,PROJECTS-IIIPROJECTS,NULL,14,5,NULL,NULL,NULL,1
CT0200,AEMS ENGG. WORKS PVT. LTD.,11922036,26445988,2021-04-01,2021-04-30,,undefined,1,,,,MAINTENANCE,NULL,15,4,19,NULL,NULL,1
CT1150,ABC TECHNO LABS INDIA PRIVATE LIMITED,,26447099,2022-06-08,,NULL,730,NULL,12345,Mr. BALAKRISHNAN L,OPERATION,OPERATION,NULL,15,4,NULL,NULL,NULL,1
CT1115,GLOBAL REMOTE INTEGRATED ACCESS SOLUTION PVT LTD,,26450186,2021-02-09,,NULL,184,NULL,2587,Mr. VELAVAN S P,OPERATION,OPERATION,NULL,19,5,NULL,NULL,NULL,1
CT0408,V LOGESH ENGINEERING,,26454062,2021-06-14,,NULL,365,NULL,2596,Mr. JAYAKUMAR P,MAINTENANCE,MAINTENANCE,NULL,19,5,NULL,NULL,NULL,1
CT0702,VASS ENTERPRISES,,26460237,2022-08-04,,NULL,730,NULL,2982,Mr. THANGAMANI V,MAINTENANCE,MAINTENANCE,NULL,19,5,NULL,NULL,NULL,1
CT0015,SRI VIGNESH ENTERPRISES,10275707,26460473,2021-03-16,2021-08-18,NULL,273,5,4139,S KAMARAJMr. KAMARAJ S,MAINTENANCE,MAINT-CIVILMAINTENANCE,NULL,19,5,NULL,NULL,NULL,1
CT0397,SURYA PIPES & EQUIPMENTS,,26460991,2022-06-19,,NULL,730,NULL,2526,Mr. ANANDAKUMARAN P,PROJECTS,PROJECTS,NULL,19,4,NULL,NULL,NULL,1
CT0200,AEMS ENGG. WORKS PVT. LTD.,,26461058,2021-03-15,2021-04-30,,,,,undefined,,MAINTENANCE,NULL,15,4,19,NULL,NULL,1
CT0689,AARVI ENCON LIMITED,11923131,26462696,2020-06-22,2021-06-22,,undefined,12,,,,,NULL,15,4,19,NULL,NULL,1
CT0065,"ENVIRONNEMENT S.A INDIA PVT. LTD.,",,26465496,2022-06-23,,NULL,730,NULL,8168,Mrs. LOGASUNDARI R,MAINTENANCE,MAINTENANCE,NULL,19,5,NULL,NULL,NULL,1
CT1109,MARVEL HOSPITALITY SERVICES PVT LTD,,26465930,2022-06-30,,NULL,730,NULL,2645,Mr. RAMESH K,GENERAL,GENERAL,NULL,215,20,NULL,NULL,NULL,1
CT0062,SENDHAMARAI ENGINEERING PVT LTD,,26471010,2021-05-09,,NULL,160,NULL,2277,Mr. RAGHU MR,MAINTENANCE,MAINTENANCE,NULL,14,5,NULL,NULL,NULL,1
CT0076,EIL-YOKOGAWA INDIA LIMITED,,26471376,2021-04-23,2021-06-30,,undefined,6,,VIKAS CHOUKSE,METERIAL HANDLING,PROJECT,NULL,15,4,19,NULL,NULL,1
CT1114,SKI ENGINEERING,,26492666,2021-08-10,,NULL,365,NULL,3069,Mr. KRISHNARAJ T,MAINTENANCE,MAINTENANCE,NULL,50,20,NULL,NULL,NULL,1
CT1050,MUNTERS INDIA HUMIDITY CONTROL PVT LTD,10283745,26493996,2020-07-27,2021-07-27,,undefined,12,,,,PROJECT,NULL,15,4,19,NULL,NULL,1
CT0141,HARI ENGINEERING,,26501475,2021-01-20,,NULL,61,NULL,2235,Mr. MOHAN K,MAINTENANCE,MAINTENANCE,NULL,19,5,NULL,NULL,NULL,1
CT0077,SARAVANA ENGINEERING,,26510198,2021-01-28,,NULL,133,NULL,2235,Mr. MOHAN K,MAINTENANCE,MAINTENANCE,NULL,19,4,NULL,NULL,NULL,1
CT0921,J.S ENTERPRISES,13216365,26512610,2020-07-31,2021-07-30,1994400,1,12,4016,SONAL GUPTAMr. SONAL GUPTA,PROJECTS,PROJECTS-ENGPROJECTS,NULL,19,5,NULL,NULL,NULL,1
CT0057,SRI SARVAMANGALA FABRICATION,,26513952,2021-08-13,,NULL,340,NULL,3259,Mr. MANOHARAN B,PROJECTS,PROJECTS,NULL,19,4,NULL,NULL,NULL,1
CT1118,JN MACHINERIES PRIVATE LIMITED,,26518728,2020-12-01,,NULL,92,NULL,2979,Mr. MURUGESAN T,MAINTENANCE,MAINTENANCE,NULL,6,NULL,NULL,NULL,NULL,1
CT0629,J.DHAKSHANI ENTERPRISES,,26527135,2021-08-16,,NULL,365,NULL,2199,Mr. MARIMUTHU V,MAINTENANCE,MAINTENANCE,NULL,19,5,NULL,NULL,NULL,1
CT0705,DURAG INDIA INSTRUMENTION PVT LTD,,26529005,2025-08-13,,NULL,1826,NULL,8168,Mrs. LOGASUNDARI R,MAINTENANCE,MAINTENANCE,NULL,19,4,NULL,NULL,NULL,1
CT0406,SUN FACILITIES SERVICES,11925889,26534923,2020-08-20,2022-08-19,60013230,2,24,3069,T KRISHNARAJMr. KRISHNARAJ T,MAINTENANCE,MAINT-OFFSITEMAINTENANCE,NULL,100,NULL,NULL,NULL,NULL,1
CT0690,VIBRANT NDT SERVICES,,26540274,2020-12-24,,NULL,30,NULL,2200,Mr. NARAYANAMOORTHI C,MAINTENANCE,MAINTENANCE,NULL,19,5,NULL,NULL,NULL,1
CT0529,RMS COOLING EQUIPERS,,26540622,2021-02-04,,NULL,164,NULL,8168,Mrs. LOGASUNDARI R,MAINTENANCE,MAINTENANCE,NULL,19,5,NULL,NULL,NULL,1
CT0801,NEWAGE FIRE PROTECTION ENGINEERS PVT. LTD.,11934950,26545332,2020-09-01,2023-08-31,494500,3,36,2856,S TAMIL MANI/R LOGUTAMIL MANI ,MAINTENANCE,MAINT-(INSTRUMENTS)MAINTENANCE,NULL,15,4,,NULL,NULL,1
CT0070,K. SATHYAPALAN,,26547697,2021-03-08,,NULL,181,NULL,4113,Mr. KANNAPAN P,MAINTENANCE,MAINTENANCE,NULL,19,5,NULL,NULL,NULL,1
CT1135,ADMIN-SIM INFO SYSTEMS PVT LTD,,26548365,2020-12-31,,NULL,88,NULL,1953,Mr. GEORGE THOMAS K,GENERAL,GENERAL,NULL,19,NULL,NULL,NULL,NULL,1
CT0437,SRI LAKSHMI CONSTRUCTION COMPANY,,26549919,2021-01-02,,NULL,123,NULL,2208,Mr. RAMESH B,MAINTENANCE,MAINTENANCE,NULL,19,5,NULL,NULL,NULL,1
CT1095,S PRINCE HIGHTECH PRIVATE LIMITED,13237216,26550817,2020-09-02,2021-09-01,16399659,1,12,4139,S KAMARAJS.KAMARAJ,MAINTENANCE,MAINT-OFFSITEMAINTENANCE,NULL,15,4,,NULL,NULL,1
CT0545,EXTRACO COMPOSITES INDIA PVT LTD,11962674,26551523,2020-09-03,,29002320,122,,2743,K.MURALIRAJA,PROJECTS,PROJECTS,NULL,15,4,,NULL,NULL,1
CT0852,ASVA COOL SOLUTIONS PVT LTD,,26558863,2020-12-31,,NULL,25,NULL,2549,Mr. RAMESH BABU B,MAINTENANCE,MAINTENANCE,NULL,15,4,NULL,NULL,NULL,1
CT1191,TERMAX BABCOCK & WILCOX ENERGY SOLUTIONS PVT LTD,,26559690,2021-05-30,2021-06-08,,undefined,1,,M BALAJI,ENERGY MAINTENANCE,MAINTENANCE,NULL,15,4,19,NULL,NULL,1
CT0377,OXALIS SPECIALITY CHEMICALS AND SERVICES PVT. LTD.,11965755,26563552,2020-09-11,2023-09-10,27309191,3,36,3034,B KOTHANDARAMANMr. KOTHANDARAMAN B,OPERATION,PROJECTS-(TECH-PE)OPERATION,NULL,30,NULL,NULL,NULL,NULL,1
CT0172,A.C.P ELECTRICAL ENGINEERING,,26564776,2021-01-25,,NULL,46,NULL,2851,Mr. KARTHIKEYAN S,MAINTENANCE,MAINTENANCE,NULL,15,4,NULL,NULL,NULL,1
CT0952,MCOG ENGINEERING & FABRICATION PVT LTD,,26570613,2021-01-06,,NULL,31,NULL,3125,Mr. HARIDASS R,MAINTENANCE,MAINTENANCE,NULL,19,4,NULL,NULL,NULL,1
CT0201,VIJAYA SARASWATHI,,26570684,2021-01-15,,NULL,122,NULL,4113,Mr. KANNAPAN P,MAINTENANCE,MAINTENANCE,NULL,19,4,NULL,NULL,NULL,1
CT1122,HIMANSHU INDUSTRIES,13243799,26572982,2020-09-17,2022-09-16,31246790,2,24,12345,B MURUGAVELMr. BALAKRISHNAN L,MAINTENANCE,MAINT-OFFSITEMAINTENANCE,NULL,70,45,NULL,NULL,NULL,1
CT1004,VRV ASIA PACIFIC PVT LTD,,26573161,2021-03-02,,NULL,90,NULL,2277,Mr. RAGHU MR,MAINTENANCE,MAINTENANCE,NULL,15,4,NULL,NULL,NULL,1
CT0346,VENDIGGE ENGINEERING PROJECTS PRIVATE LIMITED,11979705,26574350,2020-09-18,2022-09-17,26967824,2,24,3069,S KAMARAJ3069,MAINTENANCE,MAINT-OFFSITEMAINTENANCE,NULL,15,4,,NULL,NULL,1
CT0029,SNEHAM ENTERPRISES,,26574492,2022-09-20,,NULL,730,NULL,3069,Mr. KRISHNARAJ T,MAINTENANCE,MAINTENANCE,NULL,70,40,NULL,NULL,NULL,1
CT1154,IOCL-KESHAYONA PROCON LIMITED,13235385,26576028,2020-09-19,2021-09-18,2350708.28,1,12,12345,Mr. BALAKRISHNAN L,GENERAL,IOCLGENERAL,NULL,15,4,NULL,NULL,NULL,1
CT0353,S V ENGINEERING WORKS,,26577636,2020-12-20,,NULL,30,NULL,4165,Mr. MAHENDRAN L,MAINTENANCE,MAINTENANCE,NULL,19,4,NULL,NULL,NULL,1
CT0659,OPTIMUS AUTOMATION SYSTEMS,,26579159,2020-09-20,2022-09-20,,730,,3813,3813,,PROJECTS,730,15,4,,,,1
CT1002,ORIGIN TECHSERVE PVT LTD,11958858,26579505,2020-09-22,2022-09-21,1000121,2,24,3813,S MURUGESANMURUGESAN ,ITS,OTHERSGENERAL,730,15,4,,,,1
CT0369,P C KANI CONTRACTOR,,26582464,2021-01-22,,NULL,122,NULL,4113,Mr. KANNAPAN P,MAINTENANCE,MAINTENANCE,NULL,19,4,NULL,NULL,NULL,1
CT0357,CHEMPURE TECHNOLOGIES PVT.LTD,,26586187,2023-10-07,,NULL,1063,NULL,2222,Mr. LOGANATHAN V,OPERATION,OPERATION,NULL,40,NULL,NULL,NULL,NULL,1
CT0033,ST. ANTONYS ENGINEERING CONTRACTOR,13208094,26588615,2020-09-28,2021-09-27,949080,1,12,2542,THIRUSANGUG.THIRUSANGU,MAINTENANCE,PROJECTS-(REF-III/DCU)MAINTENANCE,NULL,15,4,,NULL,NULL,1
CT0163,SRI ATCHAYA ENGINEERING PVT. LTD.,11961567,26590013,2020-09-08,2020-11-27,2795884.12,,2,2594,2594,MAINTENANCE,MAINTENANCE,NULL,15,4,,NULL,NULL,1
CT1145,SOUTHERM ENGINEERS & CORROSION CONTROLS,,26591994,2021-11-01,,NULL,365,NULL,4139,Mr. KAMARAJ S,MAINTENANCE,MAINTENANCE,NULL,30,20,NULL,NULL,NULL,1
CT1138,CLEAN COATS PVT LTD,,26593034,2021-02-20,,NULL,123,NULL,8160,Mr. SAMBASIVAM K,MAINTENANCE,MAINTENANCE,NULL,15,4,NULL,NULL,NULL,1
CT1140,EXCEL ENVIRONMENTAL TECHNOLOGIES PRIVATE LIMITED,,26602411,2021-12-27,,NULL,426,NULL,2222,Mr. LOGANATHAN V,MAINTENANCE,MAINTENANCE,NULL,15,4,NULL,NULL,NULL,1
CT1068,G D ENTERPRISES,11922244,26604226,2020-10-07,2021-10-06,6154938.38,1,12,2593,SIRAJUDDINK.SIRAJUDDIN,PROJECTS,PROJECTS-II_(MECH)PROJECTS,NULL,15,4,,NULL,NULL,1
CT0408,V LOGESH ENGINEERING,,26604258,2021-02-06,,NULL,123,NULL,F078,Mr. SIVARAMAN SANKAR,PROJECTS,PROJECTS,NULL,19,NULL,NULL,NULL,NULL,1
CT0991,SHRI SAI ENTERPRISES,13213515,26611251,2020-10-12,2021-09-11,5793935,1,12,2748,C NATARAJAN2748,PROJECTS,PROJECTSPROJECTS,NULL,15,4,,NULL,NULL,1
CT0494,SRI GANAPATHY ENTERPRISES,11947528,26612408,2020-10-12,2021-10-11,3381750,1,12,2596,JAYAKUMARMr. JAYAKUMAR P,MAINTENANCE,MAINT-OFFSITEMAINTENANCE,NULL,15,4,NULL,NULL,NULL,1
CT0408,V LOGESH ENGINEERING,,26615391,2021-02-15,,NULL,123,NULL,4113,Mr. KANNAPAN P,MAINTENANCE,MAINTENANCE,NULL,15,4,NULL,NULL,NULL,1
CT0149,TECHSOL ENGINEERING SERVICES INDIA (P) LTD,,26616735,2021-01-14,,NULL,92,NULL,2594,Mr. MATHIAZHAGAN P,MAINTENANCE,MAINTENANCE,NULL,19,5,NULL,NULL,NULL,1
CT0122,EMMAI ENGINEERING WORKS,,26627715,2021-01-01,,NULL,31,NULL,2982,Mr. THANGAMANI V,MAINTENANCE,MAINTENANCE,NULL,15,4,NULL,NULL,NULL,1
CT0419,A K ELECTRICALS,,26630898,2021-01-22,,NULL,92,NULL,2843,Mr. MURALI K,PROJECTS,PROJECTS,NULL,15,4,NULL,NULL,NULL,1
CT0369,P C KANI CONTRACTOR,11958089,26638218,2020-10-28,2022-10-27,750742.13,2,24,3821,M KAMALAKANNANMr. KAMALAKANNAN M,MAINTENANCE,PROJECTS-(TECHNICAL-PRO)MAINTENANCE,NULL,15,4,NULL,NULL,NULL,1
CT0185,DIVYA ENGINEERING WORKS,11922201,26642065,2020-10-30,2021-10-29,262886.85,1,12,8068,S BALAKRISHNANS.BALAKRISHNAN,INSPCTION,OTHERS-(INSPECTION)INSPCTION,NULL,15,4,,NULL,NULL,1
CT0360,D.B.V.ENTERPRISES,,26650247,2021-01-07,,NULL,60,NULL,4113,Mr. KANNAPAN P,MAINTENANCE,MAINTENANCE,NULL,15,4,NULL,NULL,NULL,1
CT1147,DHANISHKUMAR ENTERPRISES,,26651583,2021-01-04,,NULL,61,NULL,4165,Mr. MAHENDRAN L,MAINTENANCE,MAINTENANCE,NULL,15,4,NULL,NULL,NULL,1
CT0013,LIJO ENGINEERING,,26654652,2020-12-12,,NULL,30,NULL,2197,Mr. VENKATASUBRAMANI R,MAINTENANCE,MAINTENANCE,NULL,15,4,NULL,NULL,NULL,1
CT0561,SRI HARI ENTERPRISES,10274288,26657118,2020-12-03,2021-12-02,451100,1,12,2596,JAYAKUMARMr. JAYAKUMAR P,OTHERS,MAINT-OFFSITEOTHERS,NULL,15,4,NULL,NULL,NULL,1
CT1164,INDUSTRIAL ASSOCIATES,,26663779,2020-11-12,2021-09-08,7475375,43832,10,,B MURUGAVEL,,MAINT-OFFSITE/CIVILMAINTENANCE,,,,,,,1
CT1146,ADMIN-SRI KAUVERY MEDICAL CARE (INDIA) LTD.,,26667421,2023-09-22,,NULL,1095,NULL,3652,Dr. SYED IBRAHIM A R,GENERAL,GENERAL,NULL,15,4,NULL,NULL,NULL,1
CT1146,ADMIN-SRI KAUVERY MEDICAL CARE (INDIA) LTD.,,26667429,2023-09-22,,NULL,1095,NULL,4030,DR. VIJAY ANAND R,GENERAL,GENERAL,NULL,15,4,NULL,NULL,NULL,1
CT1052,K.P.K ENTERPRISES,,26673437,2021-03-19,,NULL,120,NULL,4030,DR. VIJAY ANAND R,GENERAL,GENERAL,NULL,15,4,NULL,NULL,NULL,1
CT0122,EMMAI ENGINEERING WORKS,,26677781,2021-05-31,,NULL,182,NULL,2596,Mr. JAYAKUMAR P,MAINTENANCE,MAINTENANCE,NULL,15,4,NULL,NULL,NULL,1
CT0439,ARROW ENGINEERING ENTERPRISES,,26679024,2023-11-23,,NULL,1095,NULL,2200,Mr. NARAYANAMOORTHI C,MAINTENANCE,MAINTENANCE,NULL,19,4,NULL,NULL,NULL,1
CT0439,ARROW ENGINEERING ENTERPRISES,10279353,26679024,2020-11-24,2023-11-24,,undefined,36,,NARAYANAMOORTHY,Cooling tower fans maintenance ,MAINTENANCE,NULL,15,4,19,NULL,NULL,1
CT0150,S.L. ENGINEERING,11922579,26682768,2020-11-26,2021-05-25,389931,181,6,4165,MAHENDRAN LMr. MAHENDRAN L,MAINTENANCE,MAINT-CIVILMAINTENANCE,NULL,15,4,NULL,NULL,NULL,1
CT0395,BALMER LAWRIE & CO LTD,11922104,26702080,2020-12-09,2021-06-08,39960000,,6,,S.KAMARAJ,MAINTANENCE,MAINTANENCE,NULL,15,4,19,NULL,NULL,1
CT0654,CONTRACT RESOURCES PETROCHEM SERVICES (INDIA)PVT.LTD,10101047,26726737,2021-03-29,2021-04-15,,undefined,1,,MATHAZHAN P,REFINARY,MAINTANANCE,NULL,15,4,19,NULL,NULL,1
CT1186,SICK INDIA PRIVATE LIMITED,10285848,26738842,2020-12-30,2022-12-31,4374692.04,2,24,,S KARTHIKEYANKARTHIKEYAN,SUPPLING,MAINT-INSTRUMENTSMAINTENANCE,NULL,15,4,19,NULL,NULL,1
CT0417,ARUN TECH INDUSTRIAL SERVIES PVT LTD,11969566,26754938,2021-01-07,2022-01-06,1364737.5,1,12,,V VIVEKRAJV.VIVEKRAJ,INSPECTION AGENCIES TO CARRY OUT PRE SHOUDOWN,OTHERS-(INSPECTION)PROJECT,NULL,15,4,19,NULL,NULL,1
CT0163,SRI ATCHAYA ENGINEERING PVT. LTD.,11961567,26775157,2021-01-19,2021-04-19,2993783,90,3,,SAMBASIVAM,REFINERY,MAINT OFFSITE,NULL,15,4,19,NULL,NULL,1
CT1111,ADAGE AUTOMATION PRIVATE LIMITED,13212866,26781209,2021-01-22,2023-01-22,,undefined,24,,S KARTHIKEYAN,SUPPLYING,MAINTANANCE,NULL,15,4,19,NULL,NULL,1
CT1181,SRI ENGINEERING WORKS,13246991,26797204,2021-02-01,2023-02-01,,,24,,,,PROJECT,NULL,15,4,19,NULL,NULL,1
CT0419,A K ELECTRICALS,11923119,26799791,2021-02-02,2022-02-01,6149960.48,1,12,,B RAMESHS. GOPALAKRISHNAN,ELECTRICAL WORK,PROJECTS-ELECTRICALSPROJECTS,NULL,15,4,19,NULL,NULL,1
CT0921,J.S ENTERPRISES,13216365,26807230,2021-02-23,2022-02-22,5781700,1,12,,KUMAR NAYAKSHRI KUMAR NAYAK,RLNG PROJECT,PROJECTS-III(M&G)PROJECT,NULL,15,4,19,NULL,NULL,1
CT1178,NAVEEN ENTERPRISES,13249055,26810013,2021-02-08,2021-08-07,6099439,undefined,6,,S KAMARAJSELLADURAI K,"Day lighting, Debris removal",MAINT-OFFSITE(CIVIL)MAINTENANCE,NULL,15,4,19,NULL,NULL,1
CT0614,SUDHARSANAM TRANS,1198784,26811108,2021-02-08,2022-02-07,,1,12,,,CRANES FOR MAINTENANCE,MAINTENANCE,NULL,15,4,19,NULL,NULL,1
CT1183,GREEN HOURS,11922258,26813748,2021-02-09,2024-02-08,20804428,3,36,,S KAMARAJKAMARAJ ,Maintenance of Gardens and Lawns,MAINT-CIVILMAINTENANCE,NULL,15,4,19,NULL,NULL,1
CT0156,GULF ENGINEERS & CONSTRUCTIONS PVT. LTD.,10281565,26816467,2021-04-05,2021-07-03,,89,,,,REFINERY -III FLARE SYSTEM MAINTENANCE,MAINTENANCE,NULL,15,4,19,NULL,NULL,1
CT1187,ENTHRALLTECH PRIVATE LIMITED,13232035,26816701,2021-02-10,2026-02-10,,undefined,60,,RAVIKUMAR C K,"DESIGNING, DEVELOPING, IMPLIMENTING",MAINTENANCE,NULL,15,4,19,NULL,NULL,1
CT1182,ETA ENGINEERING PVT LTD,10268540,26838398,2021-02-22,2021-04-21,,undefined,2,,RAMESH BABU B,SUBSTATION OPERATION AND MAINTENANCE,MAINTENANCE,NULL,15,4,19,NULL,NULL,1
CT0494,SRI GANAPATHY ENTERPRISES,11947528,26841783,2021-05-12,2021-06-14,,,1,,M BALAJI,REQUIREMENTS FOR EXECUTION OF WORK,MAINT-ONSITE IIMAINTANANCE,NULL,15,4,19,NULL,NULL,1
CT1184,R MALARVANAN,10131697,26849395,2021-02-27,2021-02-26,,2,24,,undefined,SUPPLYING,IOCL,NULL,15,4,19,NULL,NULL,1
CT0457,D R ENTERPRISES,11922203,26856234,2021-03-03,2022-03-02,887500,1,12,,D M SANKARD.M SANKAR ,SEGREGATING AND REMOVAL,MAITENANCEMAINTENANCE,NULL,15,4,19,NULL,NULL,1
CT0057,SRI SARVAMANGALA FABRICATION,,26860971,2021-04-01,2021-06-30,,undefined,3,,M BALAJI,MAINTENANCE,MAINTENANCE,NULL,15,4,19,NULL,NULL,1
CT0077,SARAVANA ENGINEERING,11946520,26861858,2021-03-05,2021-06-04,432508.14,undefined,3,,P JAYAKUMARJAYAKUMAR P,ELECTION AND DISMANDLING OF STEEL,MAINT-OFFSITEMAINTENANCE,NULL,15,4,19,NULL,NULL,1
CT0348,TOTALE GLOBAL PVT LTD,10281044,26870699,2021-04-26,2021-07-25,17276345,,3,,S KAMARAJSHRI. S. KAMARAJ DGM (MAINT-OFF SITE),,MAINT-OFFSITEMAINTENANCE,NULL,15,4,19,NULL,NULL,1
CT0200,AEMS ENGG. WORKS PVT. LTD.,11922036,26885916,2021-03-17,2021-05-17,,undefined,2,,NARAYANAMOORTHI C,MECHANICAL EQUIPMENT DISMANTLING,PROJECT,NULL,15,4,19,NULL,NULL,1
CT0871,EXCELLENT PROJECT INDIA PVT LTD,11903111,26894461,2021-04-09,2021-06-07,74530502.45,60,2,,R HARIDASSHARIDASS R,,MAINT-ONSITEPROJECT,NULL,15,4,19,NULL,NULL,1
CT0690,VIBRANT NDT SERVICES,11927068,26917917,2021-03-30,2022-02-28,,undefined,12,,,CARYOUT HOT PIPELINES,INSPECTION,NULL,15,4,19,NULL,NULL,1
CT0952,MCOG ENGINEERING & FABRICATION PVT LTD,13213454,26927773,2021-04-03,2021-10-03,,undefined,6,,MARIRAJAN R,CARRYOUT CUTTING,MAINTENANCE,NULL,15,4,19,NULL,NULL,1
CT0990,DEVI FABRICATIONS AND ENGINEERING CONTRACTORS,13218985,26934722,2021-04-07,2021-07-07,,undefined,3,,MATHIAZHAN P,ROUTINE MAINT ROTARY FILTERS,MAINTENANCE,NULL,15,4,19,NULL,NULL,1
CT0029,SNEHAM ENTERPRISES,,26935907,2021-04-07,2022-04-07,,undefined,12,,MANOHARAN B,DISPOSAL OF SURPLUS,PROJECT,NULL,15,4,19,NULL,NULL,1
CT0183,D.L.ENGINEERING WORKS,,26947577,2021-04-15,2022-04-15,,undefined,12,,,,Development,NULL,15,4,19,NULL,NULL,1
CT0141,HARI ENGINEERING,11922281,26947721,2021-04-02,2021-07-09,3664988.45,3,3,,,GRATINGS REPLACEMENT,MAINTENANCE,NULL,15,4,19,NULL,NULL,1
CT0860,MKTG-SRIKARA LOGISTICS,,41487891,2021-02-20,,NULL,91,NULL,2813,Mr. KALAIVANAN M,OTHERS,OTHERS,NULL,14,5,NULL,NULL,NULL,1
CT0420,IOCL-V.VARGEES,,1000322140,2020-12-20,,NULL,81,NULL,IOCL1,Ms. CHITRA BALAKRISHNAN,OTHERS,OTHERS,NULL,1,NULL,NULL,NULL,NULL,1
